text,label
"""implements Runnable"" vs ""extends Thread"" in Java From what time I've spent with threads in Java, I've found these two ways to write threads:
With implements Runnable:
public class MyRunnable implements Runnable {
    public void run() {
        //...",115
"Showing which files have changed between two revisions I want to merge two branches that have been separated for a while and wanted to know which files have been modified.
Came across this link: http://linux.yyz.us/git-howto.html (moved to web.archive.org)...",25
"How do I get a consistent byte representation of strings in C# without manually specifying an encoding? How do I convert a string to a byte[] in .NET (C#) without manually specifying a specific encoding?

I'm going to encrypt the string. I can encrypt it without converting, but I'd still like to know ...",23
"What is the ""N+1 selects problem"" in ORM (Object-Relational Mapping)? The ""N+1 selects problem"" is generally stated as a problem in Object-Relational mapping (ORM) discussions, and I understand that it has something to do with having to make a lot of database queries ...",85
"How to programmatically navigate using React Router? With react-router I can use the Link element to create links which are natively handled by react router. 

I see internally it calls this.context.transitionTo(...).

I want to do a navigation. Not ...",105
How to exit in Node.js What is the command that is used to exit? (i.e terminate the Node.js process),46
"Retrieve the position (X,Y) of an HTML element I want to know how to get the X and Y position of HTML elements such as img and div in JavaScript.",105
"Vertically align text to top within a UILabel I have a UILabel with space for two lines of text. Sometimes, when the text is too short, this text is displayed in the vertical center of the label.

How do I vertically align the text to always be ...",74
Remove file from latest commit How do I remove a file from the latest commit?,25
"Could not open a connection to your authentication agent I am running into this error of: 

$ git push heroku master
Warning: Permanently added the RSA host key for IP address '50.19.85.132' to the list of known hosts.
!  Your key with fingerprint b7:fd:15:...",25
"How to list unpushed Git commits (local but not on origin) How can I view any local commits I've made, that haven't yet been pushed to the remote repository? Occasionally, git status will print out that my branch is X commits ahead of origin/master, but not ...",25
"How to remove an element from a list by index How do I remove an element from a list by index?
I found list.remove(), but this slowly scans the list for an item by value.",66
"What is the best way to give a C# auto-property an initial value? How do you give a C# auto-property an initial value?

I either use the constructor, or revert to the old syntax. 

 Using the Constructor:

class Person 
{
    public Person()
    {
        Name = ""...",23
"What is Inversion of Control? Inversion of Control (IoC) can be quite confusing when it is first encountered.
What is it?
Which problem does it solve?
When is it appropriate to use and when not?",6
"How do you assert that a certain exception is thrown in JUnit tests? How can I use JUnit idiomatically to test that some code throws an exception?
While I can certainly do something like this:
@Test
public void testFooThrowsIndexOutOfBoundsException() {

    boolean ...",115
"How do I remove a property from a JavaScript object? Given an object:
let myObject = {
  ""ircEvent"": ""PRIVMSG"",
  ""method"": ""newURI"",
  ""regex"": ""^http://.*""
};

How do I remove the property ...",105
What are metaclasses in Python? What are metaclasses? What are they used for?,66
"How to check whether a string contains a substring in JavaScript? Usually I would expect a String.contains() method, but there doesn't seem to be one. 

What is a reasonable way to check for this?",105
"How do I check whether a file exists without exceptions? How do I check whether a file exists or not, without using the try statement?",66
"How do I merge two dictionaries in a single expression in Python? I want to merge two dictionaries into a new dictionary.
x = {'a': 1, 'b': 2}
y = {'b': 3, 'c': 4}
z = merge(x, y)

>>> z
{'a': 1, 'b': 3, 'c': 4}

Whenever a key k is present in both ...",66
"How do I change the URI (URL) for a remote Git repository? I have a repo (origin) on a USB key that I cloned on my hard drive (local). I moved ""origin"" to a NAS and successfully tested cloning it from here.
I would like to know if I can change the ...",25
"How do I return the response from an asynchronous call? How do I return the response/result from a function foo that makes an asynchronous request?
I am trying to return the value from the callback, as well as assigning the result to a local variable ...",105
"Move the most recent commit(s) to a new branch with Git How do I move my recent commits on master to a new branch, and reset master to before those commits were made? e.g. From this:
master A - B - C - D - E

To this:
newbranch     C - D - E
             /
...",25
"What is the difference between POST and PUT in HTTP? Background Information Analysis:
According to RFC 2616, § 9.5, POST is used to create a resource:

The POST method is used to request that the origin server accept the entity enclosed in the request ...",21
How do I discard unstaged changes in Git? How do I discard changes in my working copy that are not in the index?,25
"What is the difference between px, dip, dp, and sp? What is the difference between the units of measure
px, dip, dp, and sp?",98
"What is the difference between ""let"" and ""var""? ECMAScript 6 introduced the let declaration keyword.
I've heard that it's described as a local variable, but I'm still not quite sure how it behaves differently than the var keyword.
What are the ...",105
"How do I include a JavaScript file in another JavaScript file? How do I include a JavaScript file inside another JavaScript file, similar to @import in CSS?",105
"How do I get the directory where a Bash script is located from within the script itself? How do I get the path of the directory in which a Bash script is located, inside that script?
I want to use a Bash script as a launcher for another application. I want to change the working directory ...",49
How do I execute a program or call a system command? How do I call an external command within Python as if I had typed it in a shell or command prompt?,66
"How do I center text horizontally and vertically in a TextView? How do I center the text horizontally and vertically in a TextView, so that it appears exactly in the middle of the TextView in Android?",98
"Remove tracking branches no longer on remote Is there a simple way to delete all tracking branches whose remote equivalent no longer exists?

Example:

Branches (local and remote)
master
origin/master
origin/bug-fix-a
origin/bug-fix-b
origin/bug-...",25
"Why can templates only be implemented in the header file? Quote from The C++ standard library: a tutorial and handbook:
  The only portable way of using templates at the moment is to implement them in header files by using inline functions.
Why is this?

(...",37
"Are double quotes and single quotes interchangeable for string literals in JavaScript? Consider the following two alternatives:

console.log(""double"");
console.log('single');

The former uses double quotes around the string, whereas the latter uses single quotes around the ...",105
"RegEx match open tags except XHTML self-contained tags I need to match all of these opening tags:
<p>
<a href=""foo"">

But not self-closing tags:
<br />
<hr class=""foo"" />

I came up with this and wanted to make ...",14
"How do you merge two Git repositories? Consider the following scenario:

I have developed a small experimental project A in its own Git repo. It has now matured, and I'd like A to be part of larger project B, which has its own big ...",25
"Why doesn't GCC optimize a*a*a*a*a*a to (a*a*a)*(a*a*a)? I am doing some numerical optimization on a scientific application. One thing I noticed is that GCC will optimize the call pow(a,2) by compiling it into a*a, but the call pow(a,6) is not optimized and ...",90
How do you parse and process HTML/XML in PHP? How can one parse HTML/XML and extract information from it?,73
"Delete a column from a Pandas DataFrame To delete a column in a DataFrame, I can successfully use:
del df['column_name']

But why can't I use the following?
del df.column_name

Since it is possible to access the Series via df.column_name, I ...",66
Check if a value is an object in JavaScript How do you check if a value is an object in JavaScript?,105
How to write a switch statement in Ruby How do I write a switch statement in Ruby?,83
"HTML: Valid id attribute values? When creating the id attributes for HTML elements, what rules are there for the value?",14
"How do I commit case-sensitive only filename changes in Git? I have changed a few files name by  de-capitalize the first letter, as in Name.jpg to name.jpg. Git does not recognize this changes and I had to delete the files and upload them again. Is there a way ...",25
"What do 'real', 'user' and 'sys' mean in the output of time(1)? $ time foo
real        0m0.003s
user        0m0.000s
sys         0m0.004s
$

What do real, user and sys mean in the output of time? Which one is meaningful when benchmarking my app?",13
"Comments in Markdown How do you write a comment in Markdown, i.e. text that is not rendered in the HTML output? I found nothing on the Markdown project.",118
"How can I select an element with multiple classes in jQuery? I want to select all the elements that have the two classes a and b.

<element class=""a b"">
So, only the elements that have both classes.

When I use $("".a, .b"") it gives me the union, but I ...",14
"How do I exclude a directory when using `find`? How do I exclude a specific directory when searching for *.js files using find?
find . -name '*.js'",72
"How do I get the number of elements in a list (length of a list) in Python? How do I get the number of elements in the list items?
items = [""apple"", ""orange"", ""banana""]

# There are 3 items.",66
"How does PHP 'foreach' actually work? Let me prefix this by saying that I know what foreach is, does and how to use it. This question concerns how it works under the bonnet, and I don't want any answers along the lines of ""this is how you ...",73
"Vertically align text next to an image? Why won't vertical-align: middle work?  And yet, vertical-align: top does work.


span{
  vertical-align: middle;
}
<div>
  <img src=""https://via.placeholder.com/30"" alt=""small img"" />
 ...",14
"How to compare files from two different branches I have a script that works fine in one branch and is broken in another. I want to look at the two versions side-by-side and see what's different. Is there a way to do this?
To be clear I'm not looking ...",25
"What is 'Context' on Android? In Android programming, what exactly is a Context class and what is it used for?

I read about it on the developer site, but I am unable to understand it clearly.",98
"How do I calculate someone's age based on a DateTime type birthday? Given a DateTime representing a person's birthday, how do I calculate their age in years?",23
"How can I symlink a file in Linux? [closed] I want to create a symbolic link in Linux. I have written this Bash command where the first path is the folder I want to link, and the second path is the compiled source.
ln -s '+basebuild+'/IpDome-...",72
"How to reload .bashrc settings without logging out and back in again? If I make changes to .bashrc, how do I reload it without logging out and back in?",49
"How do I iterate over a range of numbers defined by variables in Bash? How do I iterate over a range of numbers in Bash when the range is given by a variable?
I know I can do this (called ""sequence expression"" in the Bash documentation):
for i in {1..5}; do ...",49
"How to get a Docker container's IP address from the host Is there a command I can run to get the container's IP address right from the host after a new container is created?

Basically, once Docker creates the container, I want to roll my own code ...",59
"How do I pad a string with zeros? How do I pad a numeric string with zeroes to the left, so that the string has a specific length?",66
"When should I use 'self' over '$this'? In PHP 5, what is the difference between using self and $this?

When is each appropriate?",73
"Short circuit Array.forEach like calling break [1,2,3].forEach(function(el) {
    if(el === 1) break;
});
How can I do this using the new forEach method in JavaScript? I've tried return;, return false; and break. break crashes and return does ...",105
"How do I recursively grep all directories and subdirectories? How do I recursively grep all directories and subdirectories?

find . | xargs grep ""texthere"" *",72
"How can I update Node.js and npm to their latest versions? I just installed Node.js and npm. I installed npm for access to additional Node.js modules. After I installed Node.js and npm, I noticed that neither were the latest versions available.
So my ...",46
"PostgreSQL ""DESCRIBE TABLE"" How do you perform the equivalent of Oracle's DESCRIBE TABLE in PostgreSQL with psql command?",85
"Delete an element from a dictionary How do I delete an item from a dictionary in Python?
Without modifying the original dictionary, how do I obtain another dictionary with the item removed?
See also How can I remove a key from a Python ...",66
"How can I determine a Python variable's type? How do I see the type of a variable? (e.g., unsigned 32 bit)",66
"What is the difference between venv, pyvenv, pyenv, virtualenv, virtualenvwrapper, pipenv, etc? Python 3.3 includes in its standard library the new package venv. What does it do, and how does it differ from all the other packages that match the regex (py)?(v|virtual|pip)?env?",66
"C++11 introduced a standardized memory model. What does it mean? And how is it going to affect C++ programming? C++11 introduced a standardized memory model, but what exactly does that mean? And how is it going to affect C++ programming?
This article (by Gavin Clarke who quotes Herb Sutter) says that,

The ...",37
"How can I delete all of my Git stashes at once? How can I delete all of my Git stashes at once?
Specifically I mean, with typing in one command.",25
"What is the scope of variables in JavaScript? What is the scope of variables in javascript? Do they have the same scope inside as opposed to outside a function? Or does it even matter? Also, where are the variables stored if they are defined ...",105
"How to return only the Date from a SQL Server DateTime datatype SELECT GETDATE()
Returns: 2008-09-22 15:24:13.790

I want that date part without the time part: 2008-09-22 00:00:00.000

How can I get that?",12
"How do I count the occurrences of a list item? Given a single item, how do I count occurrences of it in a list, in Python?

A related but different problem is counting occurrences of each different element in a collection, getting a dictionary or ...",66
"Comparing Java enum members: == or equals()? I know that Java enums are compiled to classes with private constructors and a bunch of public static members. When comparing two members of a given enum, I've always used .equals(), e.g.

public ...",115
"Determine the type of an object? [duplicate] Is there a simple way to determine if a variable is a list, dictionary, or something else?",66
"How to check if the string is empty in Python? Does Python have something like an empty string variable where you can do:
if myString == string.empty:

Regardless, what's the most elegant way to check for empty string values? I find hard coding &...",66
"Daylight saving time and time zone best practices [closed] I am hoping to make this question and the answers to it the definitive guide to dealing with daylight saving time, in particular for dealing with the actual change overs. 

If you have anything to add,...",16
"What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN? [duplicate] What's the difference between INNER JOIN, LEFT JOIN, RIGHT JOIN and FULL JOIN 
in MySQL?",45
"Should I use Vagrant or Docker for creating an isolated environment? [closed] I use Ubuntu for development and deployment and have a need for creating an isolated environment. 

I am considering either Vagrant or Docker for this purpose. What are the pros and cons, or how do ...",50
Disable same origin policy in Chrome Is there any way to disable the Same-origin policy on Google's Chrome browser?,105
"Detecting an ""invalid date"" Date instance in JavaScript I'd like to tell the difference between valid and invalid date objects in JS, but couldn't figure out how:

var d = new Date(""foo"");
console.log(d.toString()); // shows 'Invalid Date'
console.log(...",105
"HTML 5: Is it <br>, <br/>, or <br />? I've tried checking other answers, but I'm still confused — especially after seeing W3schools HTML 5 reference.

I thought HTML 4.01 was supposed to ""allow"" single-tags to just be <img> and <...",14
"How to check if a column exists in a SQL Server table I need to add a specific column if it does not exist. I have something like the following, but it always returns false:

IF EXISTS(SELECT *
          FROM   INFORMATION_SCHEMA.COLUMNS
          WHERE  ...",81
Why is reading lines from stdin much slower in C++ than Python? I wanted to compare reading lines of string input from stdin using Python and C++ and was shocked to see my C++ code run an order of magnitude slower than the equivalent Python code. Since my C++ is ...,66
"Who is listening on a given TCP port on Mac OS X? [closed] On Linux, I can use netstat -pntl | grep $PORT or fuser -n tcp $PORT to find out which process (PID) is listening on the specified TCP port. How do I get the same information on Mac OS X?",55
What is a smart pointer and when should I use one? What is a smart pointer and when should I use one?,37
"How do I empty an array in JavaScript? Is there a way to empty an array and if so possibly with .remove()?

For instance, 

A = [1,2,3,4];
How can I empty that?",105
"How to decide when to use Node.js? I am new to this kind of stuff, but lately I've been hearing a lot about how good Node.js is. Considering how much I love working with jQuery and JavaScript in general, I can't help but wonder how to ...",105
How do I create an Excel (.XLS and .XLSX) file in C# without installing Microsoft Office? How can I create an Excel spreadsheet with C# without requiring Excel to be installed on the machine that's running the code?,23
"What are drawbacks or disadvantages of singleton pattern? [closed] The singleton pattern is a fully paid up member of the GoF's patterns book, but it lately seems rather orphaned by the developer world. I still use quite a lot of singletons, especially for factory ...",18
"Can I delete (or undo) a git commit but keep the changes? In one of my development branches, I made some changes to my codebase. Before I was able to complete the features I was working on, I had to switch my current branch to master to demo some features. ...",25
"How to convert int to string in C++? How can I convert from int to the equivalent string in C++?  I am aware of two methods. Is there another way?
(1)
int a = 10;
char *intStr = itoa(a);
string str = string(intStr);

(2)
int a = 10;
...",37
"How does JavaScript .prototype work? I'm not that into dynamic programming languages but I've written my fair share of JavaScript code. I never really got my head around this prototype-based programming, does any one know how this works?
...",105
"Does Java support default parameter values? [duplicate] I came across some Java code that had the following structure:

public MyParameterizedFunction(String param1, int param2)
{
    this(param1, param2, false);
}

public MyParameterizedFunction(String ...",115
"How do I fix a Git detached head? I was doing some work in my repository and noticed a file had local changes. I didn't want them anymore so I deleted the file, thinking I can just checkout a fresh copy. I wanted to do the Git ...",25
What's the difference between a method and a function? Can someone provide a simple explanation of methods vs. functions in OOP context?,6
"What is the effect of extern ""C"" in C++? What exactly does putting extern ""C"" into C++ code do?

For example:

extern ""C"" {
   void foo();
}",37
"Can't bind to 'ngModel' since it isn't a known property of 'input' I have this simple input in my component which uses [(ngModel)] :
<input type=""text"" [(ngModel)]=""test"" placeholder=""foo"" />

And I get the following error when I ...",101
"Looping through the content of a file in Bash How do I iterate through each line of a text file with Bash?

With this script:

echo ""Start!""
for p in (peptides.txt)
do
    echo ""${p}""
done
I get this output on the screen:

Start!
./runPep.sh: ...",72
"How do I change permissions for a folder and its subfolders/files? [closed] How do I change the permissions of a folder and all its subfolders and files?
This only applies to the /opt/lampp/htdocs folder, not its contents:
chmod 775 /opt/lampp/htdocs

How do I set chmod 755 ...",72
How do I profile C++ code running on Linux? [closed] How do I find areas of my code that run slowly in a C++ application running on Linux?,37
"How do I measure elapsed time in Python? I want to measure the time it took to execute a function. I couldn't get timeit to work:
import timeit
start = timeit.timeit()
print(""hello"")
end = timeit.timeit()
print(end - start)",66
"AddTransient, AddScoped and AddSingleton Services Differences I want to implement dependency injection (DI) in ASP.NET Core. So after adding this code to ConfigureServices method, both ways work.
What is the difference between the services.AddTransient and ...",23
"How do I check if a variable is an array in JavaScript? How do I check if a variable is an array in JavaScript?
if (variable.constructor == Array)",105
"Get the last item in an array Here is my JavaScript code so far:

var linkElement = document.getElementById(""BackButton"");
var loc_array = document.location.href.split('/');
var newT = document.createTextNode(unescape(capWords(...",105
"How to replace master branch in Git, entirely, from another branch? [duplicate] I have two branches in my Git repository:
master
seotweaks (created originally from master)
I created seotweaks with the intention of quickly merging it back into master. However, that was three ...",25
"How do I format a Microsoft JSON date? I'm taking my first crack at Ajax with jQuery. I'm getting my data onto my page, but I'm having some trouble with the JSON data that is returned for Date data types. Basically, I'm getting a string ...",86
"Preview an image before it is uploaded I want to be able to preview a file (image) before it is uploaded.  The preview action should be executed all in the browser without using Ajax to upload the image.

How can I do this?",105
"Copy array by value When copying an array in JavaScript to another array:
var arr1 = ['a','b','c'];
var arr2 = arr1;
arr2.push('d');  // Now, arr1 = ['a','b','c','d']

I realized that arr2 refers to the same array as ...",105
"How does Git handle symbolic links? If I have a file or directory that is a symbolic link and I commit it to a Git repository, what happens to it?

I would assume that it leaves it as a symbolic link until the file is deleted and then ...",25
"Search an array of JavaScript objects for an object with a matching value I've got an array:

myArray = [{'id':'73','foo':'bar'},{'id':'45','foo':'bar'}, etc.]
I'm unable to change the structure of the array. I'm being passed an id of 45, and I want to get 'bar' for that ...",105
"Download a specific tag with Git I'm trying to figure out how I can download a particular tag of a Git repository - it's one version behind the current version.

I saw there was a tag for the previous version on the git web page, ...",25
"Why is it string.join(list) instead of list.join(string)? This has always confused me. It seems like this would be nicer:
[""Hello"", ""world""].join(""-"")

Than this:
""-"".join([""Hello"", ""world""])

Is ...",66
"How to use java.net.URLConnection to fire and handle HTTP requests Use of java.net.URLConnection is asked about pretty often here, and the Oracle tutorial is too concise about it.
That tutorial basically only shows how to fire a GET request and read the response. It ...",115
"How can I display a JavaScript object? How do I display the content of a JavaScript object in a string format like when we alert a variable?

The same formatted way I want to display an object.",105
How do I append to a file? How do I append to a file instead of overwriting it?,66
"How do I remedy ""The breakpoint will not currently be hit. No symbols have been loaded for this document."" warning? A C# desktop application (on the Visual Studio Express edition) worked, but then it didn't work 5 seconds later.
I tried the following:

Ensure debug configuration, debug flag, and full debug ...",23
"How do I clone a subdirectory only of a Git repository? I have my Git repository which, at the root, has two subdirectories:
/finisht
/static

When this was in SVN, /finisht was checked out in one place, while /static was checked out elsewhere, like so:
...",25
"Is there a way to cache https credentials for pushing commits? I recently switched to synchronizing my repositories to https:// on GitHub (due to firewall issues), and it asks for a password every time.

Is there a way to cache the credentials, instead of ...",25
"What is move semantics? I've just finished listening to the Software Engineering radio podcast interview with Scott Meyers regarding C++11. Most of the new features made sense to me, with the exception of one. I still don't ...",37
"How to auto-resize an image while maintaining aspect ratio How do you auto-resize a large image so that it will fit into a smaller width div container whilst maintaining its width:height ratio?

Example: stackoverflow.com - when an image is inserted onto the ...",14
"Writing to files in Node.js I've been trying to find a way to write to a file when using Node.js, but with no success. How can I do that?",105
"How do I format XML in Notepad++? I have Notepad++ and I got some XML code which is very long. When I pasted it in Notepad++ there was a long line of code (difficult to read and work with).

I want to know if there is a simple way to ...",92
"How to get just one file from another branch I have a main branch with a file called app.js. I made changes to this file on an experiment branch.
I want to apply only the changes made to app.js from experiment onto the main branch.",25
"Resolve Git merge conflicts in favor of their changes during a pull How do I resolve a git merge conflict in favor of pulled changes?
I want to remove all conflicting changes from a working tree without having to go through all of the conflicts with git mergetool, ...",25
"Make the current Git branch a master branch I have a repository in Git. I made a branch, then did some changes both to the master and to the branch.

Then, tens of commits later, I realized the branch is in much better state than the master, so ...",25
"How to do case insensitive search in Vim I'd like to search for an upper case word, for example COPYRIGHT in a file. I tried performing a search like:

/copyright/i    # Doesn't work
but it doesn't work.  I know that in Perl, if I give the i ...",10
"Undo working copy modifications of one file in Git After the last commit, I modified a bunch of files in my working copy, but I want to undo the changes to one of those files, as in reset it to the same state as the most recent commit.

However, I ...",25
"Click through div to underlying elements I have a div that has background:transparent, along with border. Underneath this div, I have more elements.

Currently,  I'm able to click the underlying elements when I click outside of the overlay ...",119
"How to stop tracking and ignore changes to a file in Git? I have cloned a project that includes some .csproj files. I don't need/like my local csproj files being tracked by Git (or being brought up when creating a patch), but clearly they are needed in the ...",25
Java inner class and static nested class What is the main difference between an inner class and a static nested class in Java? Does design / implementation play a role in choosing one of these?,115
LEFT JOIN vs. LEFT OUTER JOIN in SQL Server What is the difference between LEFT JOIN and LEFT OUTER JOIN?,81
"Why should text files end with a newline? I assume everyone here is familiar with the adage that all text files should end with a newline. I've known of this ""rule"" for years but I've always wondered — why?",64
"How can I count all the lines of code in a directory recursively? We've got a PHP application and want to count all the lines of code under a specific directory and its subdirectories.
We don't need to ignore comments, as we're just trying to get a rough idea.
wc -l ...",49
"How can I remove a commit on GitHub? [duplicate] I ""accidentally"" pushed a commit to GitHub.

Is it possible to remove this commit?

I want to revert my GitHub repository as it was before this commit.",116
"How can I get a list of Git branches, ordered by most recent commit? I want to get a list of all the branches in a Git repository with the ""freshest"" branches at the top, where the ""freshest"" branch is the one that's been committed to most recently (and is, therefore, ...",25
"Config Error: This configuration section cannot be used at this path I've encountered an error deploying a site to a server.  When trying to load the home page, or access authentication on the new site in IIS, I get the error:
  Config Error: This configuration section ...",11
"Why is using ""for...in"" for array iteration a bad idea? I've been told not to use for...in with arrays in JavaScript. Why not?",105
"How do I break out of nested loops in Java? I've got a nested loop construct like this:
for (Type type : types) {
    for (Type t : types2) {
         if (some condition) {
             // Do something and break...
             break; // Breaks ...",115
"Loop inside React JSX I'm trying to do something like the following in React JSX (where ObjectRow is a separate component):
<tbody>
    for (var i=0; i < numrows; i++) {
        <ObjectRow/>
    } 
</...",105
"How to lazy load images in ListView in Android I am using a ListView to display some images and captions associated with those images. I am getting the images from the Internet. Is there a way to lazy load images so while the text displays, the UI ...",98
"How to redirect and append both standard output and standard error to a file with Bash To redirect standard output to a truncated file in Bash, I know to use:
cmd > file.txt

To redirect standard output in Bash, appending to a file, I know to use:
cmd >> file.txt

To redirect ...",49
"Difference between static class and singleton pattern? What real (i.e. practical) difference exists between a static class and a singleton pattern?

Both can be invoked without instantiation, both provide only one ""Instance"" and neither of them is thread-...",18
"How do I make a placeholder for a 'select' box? I'm using placeholders for text inputs which is working out just fine. But I'd like to use a placeholder for my selectboxes as well. Of course I can just use this code:

<select>
    <option ...",14
"Is there a way to run Python on Android? We are working on an S60 version and this platform has a nice Python API..

However, there is nothing official about Python on Android, but since Jython exists, is there a way to let the snake and the ...",98
"What is the optimal algorithm for the game 2048? I have recently stumbled upon the game 2048. You merge similar tiles by moving them in any of the four directions to make ""bigger"" tiles. After each move, a new tile appears at random empty position ...",82
"Inserting multiple rows in a single SQL query? I have multiple set of data to insert at once, say 4 rows. My table has three columns: Person, Id and Office.

INSERT INTO MyTable VALUES (""John"", 123, ""Lloyds Office"");
INSERT INTO MyTable VALUES (""...",12
"NPM vs. Bower vs. Browserify vs. Gulp vs. Grunt vs. Webpack [closed] I'm trying to summarize my knowledge about the most popular JavaScript package managers, bundlers, and task runners. Please correct me if I'm wrong:

npm & bower are package managers. They just ...",61
Scroll to the top of the page using JavaScript? How do I scroll to the top of the page using JavaScript? The scrollbar instantly jumping to the top of the page is desirable too as I'm not looking to achieve smooth scrolling.,105
How to duplicate a whole line in Vim? How do I duplicate a whole line in Vim in a similar way to Ctrl+D in IntelliJ IDEA/ Resharper or Ctrl+Alt+↑/↓ in Eclipse?,88
"What is tail recursion? Whilst starting to learn lisp, I've come across the term tail-recursive. What does it mean exactly?",82
"How can I prevent VS Code from replacing a newly opened, unmodified (preview) tab with a subsequently opened one? I am using Visual Studio Code 1.3.1 with the newly introduced tabs.

When I click on files, the first file will open in a tab. If I do not make any changes to this file, the second clicked file will ...",54
"How can I remove a trailing newline? How can I remove the last character of a string if it is a newline?
""abc\n""  -->  ""abc""",66
"How to randomize (shuffle) a JavaScript array? I have an array like this:

var arr1 = [""a"", ""b"", ""c"", ""d""];
How can I randomize / shuffle it?",105
"How to avoid having to do ""git branch --set-upstream"", and instead default to automatically setup remote tracking? I create a new branch in Git:

git branch my_branch
Push it:

git push origin my_branch
Now say someone made some changes on the server and I want to pull from origin/my_branch. I do:

git pull
But I ...",25
"How do I undo 'git reset'? How do I undo this command?
git reset HEAD~",25
"Regular cast vs. static_cast vs. dynamic_cast [duplicate] I've been writing C and C++ code for almost twenty years, but there's one aspect of these languages that I've never really understood. I've obviously used regular casts i.e.

MyClass *m = (MyClass *)...",37
"Static methods in Python? Can I define a static method which I can call directly on the class instance? e.g.,
MyClass.the_static_method()",66
"How can I generate a self-signed SSL certificate using OpenSSL? [closed] I'm adding HTTPS support to an embedded Linux device. I have tried to generate a self-signed certificate with these steps:
openssl req -new > cert.csr
openssl rsa -in privkey.pem -out key.pem
...",26
"Select first row in each GROUP BY group? I'd like to select the first row of each set of rows grouped with a GROUP BY.
Specifically, if I've got a purchases table that looks like this:
SELECT * FROM purchases;

My Output:
id
customer
total
1
...",12
How to send a header using a HTTP request through a cURL call? I wish to send a header to my Apache server on a Linux box.  How can I achieve this via a cURL call?,60
"What is the difference between a process and a thread? What is the technical difference between a process and a thread?

I get the feeling a word like 'process' is overused and there are also hardware and software threads. How about light-weight processes ...",15
"Installing specific package version with pip I am trying to install version 1.2.2 of MySQL_python, using a fresh virtualenv created with the --no-site-packages option. The current version shown in PyPi is 1.2.3. Is there a way to install the ...",66
"How does data binding work in AngularJS? How does data binding work in the AngularJS framework?

I haven't found technical details on their site. It's more or less clear how it works when data is propagated from view to model. But how does ...",105
"Download a single folder or directory from a GitHub repository How can I download only a specific folder or directory from a remote Git repository hosted on GitHub?
Say the example GitHub repository lives here:
git@github.com:foobar/Test.git

Its directory ...",25
"How do I split the definition of a long string over multiple lines? I have a very long query. I would like to split it in several lines in Python. A way to do it in JavaScript would be using several sentences and joining them with a + operator (I know, maybe it's not ...",66
"Turning off eslint rule for a specific line In order to turn off linting rule for a particular line in JSHint we use the following rule:

/* jshint ignore:start*/
$scope.someVar = ConstructorFunction();
/* jshint ignore:end */
I have been ...",105
"How do I get PHP errors to display? I have checked my PHP ini file (php.ini) and display_errors is set and also error reporting is E_ALL. I have restarted my Apache webserver.

I have even put these lines at the top of my script, and it ...",73
"How to efficiently count the number of keys/properties of an object in JavaScript What’s the fastest way to count the number of keys/properties of an object? Is it possible to do this without iterating over the object, i.e., without doing:
var count = 0;
for (k in myobj) if (myobj....",105
"Check existence of input argument in a Bash shell script I need to check the existence of an input argument. I have the following script

if [ ""$1"" -gt ""-1"" ]
  then echo hi
fi
I get

[: : integer expression expected
How do I check the input argument1 first ...",49
"How do CSS triangles work? There're plenty of different CSS shapes over at CSS Tricks - Shapes of CSS and I'm particularly puzzled with a triangle:


#triangle-up {
  width: 0;
  height: 0;
  border-left: 50px solid ...",119
"What do two question marks together mean in C#? Ran across this line of code:

FormsAuth = formsAuth ?? new FormsAuthenticationWrapper();
What do the two question marks mean, is it some kind of ternary operator?
It's hard to look up in Google.",23
How to prettyprint a JSON file? How do I pretty-print a JSON file in Python?,66
"How to merge two arrays in JavaScript and de-duplicate items I have two JavaScript arrays:

var array1 = [""Vijendra"",""Singh""];
var array2 = [""Singh"", ""Shakya""];
I want the output to be:

var array3 = [""Vijendra"",""Singh"",""Shakya""];
The output array should have ...",105
What is the difference between an interface and abstract class? What exactly is the difference between an interface and an abstract class?,6
How can I check if a string is a valid number? I'm hoping there's something in the same conceptual space as the old VB6 IsNumeric() function?,105
Prefer composition over inheritance? Why prefer composition instead of inheritance?  What trade-offs are there for each approach?  And the converse question: when should I choose inheritance instead of composition?,93
"How to read a file line-by-line into a list? How do I read every line of a file in Python and store each line as an element in a list? 

I want to read the file line by line and append each line to the end of the list.",66
"How can I view an old version of a file with Git? Is there a command in Git to see (either dumped to stdout, or in $PAGER or $EDITOR) a particular version of a particular file?",25
"How to undo ""git commit --amend"" done instead of ""git commit"" I accidentally amended my previous commit. The commit should have been separate to keep history of the changes I made to a particular file.

Is there a way to undo that last commit? If I do something ...",25
"Getting the class name of an instance How do I find out the name of the class used to create an instance of an object in Python?
I'm not sure if I should use the inspect module or parse the __class__ attribute.",66
"Detach (move) subdirectory into separate Git repository I have a Git repository which contains a number of subdirectories. Now I have found that one of the subdirectories is unrelated to the other and should be detached to a separate repository.
How can I ...",25
"How to disable text selection highlighting For anchors that act like buttons (for example, the buttons on the sidebar of this Stack Overflow page titled Questions, Tags, and Users) or tabs, is there a CSS standard way to disable the ...",119
"Reset local repository branch to be just like remote repository HEAD How do I reset my local branch to be just like the branch on the remote repository?
I tried:
git reset --hard HEAD

But git status claims I have modified files:
On branch master
Changes to be ...",25
